User,LP Balance,LP Balance - withdrawn,is_contract,contract_type,events,withdrawn_eth,withdrawn_crv,eth_to_redeem,crv_to_redeem
0x8d95956d21Ee0AeB59d78119cA07745736F1f1fD,4309993632772915535104,4188599234575455560960,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x8d95956d21Ee0AeB59d78119cA07745736F1f1fD', 'token_amounts': [4396032457036763560, 1451971919635866382526], 'token_supply': 527149828907071211090338}), 'event': 'RemoveLiquidity', 'logIndex': 245, 'transactionIndex': 133, 'transactionHash': HexBytes('0xdffcadad66c0defd0d22492a9d68bf1903832e272e1f2cc3afb67deefe6f3d4d'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x3dbfabcf112ce458969b32b03cd8894ca8469145868b5ce9dc6621c0ec3ea6ff'), 'blockNumber': 17817655})]",4396032457036763560,1451971919635866382526,83416392201397780480,230123679922370042134528
0x51b0B7aB0aF8BA0E689299F00a733dE2F7080569,4057729086172540504040,2490627482555868579816,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x51b0B7aB0aF8BA0E689299F00a733dE2F7080569', 'token_amount': 4057729086172540504040, 'coin_index': 0, 'coin_amount': 63856702921004699583}), 'event': 'RemoveLiquidityOne', 'logIndex': 110, 'transactionIndex': 10, 'transactionHash': HexBytes('0x451491e40797d08eb11e0f714ddadc763a167ce34b5d3d885ef48b59b9cf4e2d'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x5dcecfb75de1e5608fc3ad0c5166b9dcbba1c30caf0a881927f8577818ef716d'), 'blockNumber': 17808346})]",63856702921004699583,0,18816047904991313920,218021495666135783178240
0xa4d9DA46C8861e34976Fcc12c3e33651E72Cc07E,3953751692196431037376,3842391131557370121152,False,,"[AttributeDict({'args': AttributeDict({'provider': '0xa4d9DA46C8861e34976Fcc12c3e33651E72Cc07E', 'token_amounts': [4032678989081768140, 1331959377069565700358], 'token_supply': 501877426066126094825448}), 'event': 'RemoveLiquidity', 'logIndex': 420, 'transactionIndex': 125, 'transactionHash': HexBytes('0x10e2c79f1568fd12f51e72aa4c9e19b05eda568c861b37f2df582935aab834c3'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xe0fc342789381a11e109a8382ab447f7f3120663828a3f4068ea00e5c61adc77'), 'blockNumber': 17819453})]",4032678989081768140,1331959377069565700358,76521621590194700288,211102838294025517137920
0x3aFB0B4cA9aB60165E207CB14067B07A04114413,3683246412129085276771,3683246412129085276771,False,,[],0,0,75042987442987646976,197900568181294711701504
0x7376b927836243f21b327164055891Eb4290f213,3517023871557601591296,3517023871557601591296,False,,[],0,0,71656345706564452352,188969442879629170835456
0x3DD9636CA2b554cCCd219d73796e80d819c90CBa,3395540495909508349952,3395540495909508349952,True,,[],0,0,75988641788104507392,200394412557411989585920
0x29cBd90d67c170843DfBD0424514Cb24dD324ef6,3320334711570440781996,3320334711570440781996,False,,[],0,0,67648972723186933760,178401348280153188335616
0x3f6524BBaB05FD836710fbbF9adC6268e42Abd80,3257516725333648221166,1879535444918788695022,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x3f6524BBaB05FD836710fbbF9adC6268e42Abd80', 'token_amount': 3257516725333648221166, 'coin_index': 0, 'coin_amount': 56150374073435874257}), 'event': 'RemoveLiquidityOne', 'logIndex': 164, 'transactionIndex': 47, 'transactionHash': HexBytes('0xdb41d59ef7dec4426552c40098e2a4746b4a1540d011d2796cb4cac9d8301053'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x437eb6824ea0e80fc72ae1c80d0b96cd919e59d7329515daead5fb5bcf076e04'), 'blockNumber': 17808213})]",56150374073435874257,0,10218736043535556608,175026142340271474475008
0x6531EA52930c5a9b725E3bB2C1347A63AbDEB571,3059114768090113932940,3059114768090113932940,False,,[],0,0,62326840358135406592,164366019265834011066368
0x4eE98B27eeF58844E460922eC9Da7C05D32F284A,2983797058296963885370,2983797058296963885370,False,,[],0,0,60792306602362380288,160319204066857846833152
0x00CA1f4765e3f9820F9Cc2fBD3732D5f908D0A6f,2903944310999586537860,2903944310999586537860,False,,[],0,0,59165375346014191616,156028721624806584221696
0x82153bEE6F0b295a79d17A71593102A21946c8F2,2751075480605847015955,2673589251896717345299,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x82153bEE6F0b295a79d17A71593102A21946c8F2', 'token_amounts': [2805994192785044080, 926795881150411048652], 'token_supply': 532478436934681206198860}), 'event': 'RemoveLiquidity', 'logIndex': 174, 'transactionIndex': 58, 'transactionHash': HexBytes('0x093cc7a764c39b8d2e375801b8fc6d51c43e7d60db6243d036b59b390a5397e4'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x011002361eba562159b70a0bda39cc063f06d5535f729400c0420800a8b0fb82'), 'blockNumber': 17813897})]",2805994192785044080,926795881150411048652,53244809811522355200,146888294341611714772992
0x63504639e365763836E9b135916dE3D08304Fbeb,2552846885374270683470,2552846885374270683470,False,,[],0,0,52012066347815542784,137164281876916901773312
0x6C1CC5a001a13863676e9a3e6149a4cE6c54836E,2541775065649666502461,2470183949574319889213,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x6C1CC5a001a13863676e9a3e6149a4cE6c54836E', 'token_amounts': [2592515590305839427, 856285724714520884554], 'token_supply': 524608053841421544587877}), 'event': 'RemoveLiquidity', 'logIndex': 292, 'transactionIndex': 71, 'transactionHash': HexBytes('0x1560b1c4bc5a5c76db5572a0a27dd3d5400401f1e4285158ecc5b645d1542cb8'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xa0b8ea4d61774cd58a4ccf255f73a1ca1f3d640e4c4f6de4bca39fdc1f5569e3'), 'blockNumber': 17817686})]",2592515590305839427,856285724714520884554,49193971924166262784,135713108064594519130112
0x80E6c4918ce508c08F7e4298f64464044cF79Db7,2396691275926294734191,2396691275926294734191,False,,[],0,0,48830529701131411456,128774052069678082162688
0x108cce613D753195B3754deA4BC65D05962BE922,2396562399191771585456,2396562399191771585456,False,,[],0,0,48827903948171001856,128767127531883530813440
0xd4B31260436b308d2E637294FD1014Be1b5e64E5,2353764557694329133736,1343540338786292832936,False,,"[AttributeDict({'args': AttributeDict({'provider': '0xd4B31260436b308d2E637294FD1014Be1b5e64E5', 'token_amount': 2353764557694329133736, 'coin_index': 0, 'coin_amount': 41164904484517493182}), 'event': 'RemoveLiquidityOne', 'logIndex': 175, 'transactionIndex': 79, 'transactionHash': HexBytes('0xa80eb97a753a6a6df9b79ef3d3b414389a4a7d22a6e49717dfe189a07b802350'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x7a8c438c0680be19a0e56a5504fabadea3fc269419641940a0e86b667fb8caae'), 'blockNumber': 17808192})]",41164904484517493182,0,6791030140204679168,126467602547243443290112
0xd16b8559D519e0f27684C84eA742F467e0d512f0,2310381575229533146390,2310381575229533146390,False,,[],0,0,47072043555793346560,124136637979977511337984
0xA507B355d6288A232AC692daD36Af80fF1eBA062,2266988101015764196002,2203136578324173480610,False,,"[AttributeDict({'args': AttributeDict({'provider': '0xA507B355d6288A232AC692daD36Af80fF1eBA062', 'token_amounts': [2312243154143543749, 763714136325953623032], 'token_supply': 410917662224552882808018}), 'event': 'RemoveLiquidity', 'logIndex': 47, 'transactionIndex': 57, 'transactionHash': HexBytes('0x5e7b2c3a67ae37601f8ad0d7973df4d8141716f88941a8eb0d4c9c0dbbac634c'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xa449780fb87adcec09cf99fa662b02360f7b63d21bca9b82dd391899cacc3d75'), 'blockNumber': 17832489})]",2312243154143543749,763714136325953623032,43875695572331814912,121041395555458307063808
0x3fBaf22BCDB6f5f938F0Fed0d96d5Feeebf915d0,2161182139854449101882,2161182139854449101882,False,,[],0,0,44032232991264415744,116120162911726581317632
0x5382859146010AC16E142b6708F8e178E77F66BC,2144157598672177791784,2144157598672177791784,False,,[],0,0,43685372562389303296,115205435522893054214144
0x1A1A7BD06022D50eBd1793F69597ec0CDe5fFf95,2097742896858303216645,2097742896858303216645,False,,[],0,0,42739712811274469376,112711576890279454572544
0x6FfFE084F6413FA400bdB93b951e71e190d5D18a,2078881459420231948421,2020328109881334169733,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x6FfFE084F6413FA400bdB93b951e71e190d5D18a', 'token_amounts': [2120381408559913946, 700343842825542951252], 'token_supply': 556313849003399752186986}), 'event': 'RemoveLiquidity', 'logIndex': 213, 'transactionIndex': 122, 'transactionHash': HexBytes('0xe57a7718645cff09914a214062f3efc56117d6a3bd63fd61e6b0f51088d6fc2f'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xc0a15cf73023de5a1f31dd82761a05cd51b87a046dc550bd1a6fb027efd12955'), 'blockNumber': 17812721})]",2120381408559913946,700343842825542951252,40235045787676459008,110997809353231792340992
0x10eCd1D529f1d3C35C3deC91547E249a4b080E3F,2026661990987237335483,2026661990987237335483,False,,[],0,0,41291500302561206272,108892404865187134308352
0x80E6c4918ce508c08F7e4298f64464044cF79Db7,2005064350052660281344,2005064350052660281344,False,,[],0,0,44871241218237759488,118332764121838963916800
0xEDe8f53a188C333096Ab5F96f9fCd8F269065694,1893312473237525918911,1839985821768543655103,False,,"[AttributeDict({'args': AttributeDict({'provider': '0xEDe8f53a188C333096Ab5F96f9fCd8F269065694', 'token_amounts': [1931107976674646131, 637828447200878112357], 'token_supply': 554420536530162226268075}), 'event': 'RemoveLiquidity', 'logIndex': 82, 'transactionIndex': 43, 'transactionHash': HexBytes('0xfeb3854a7361fa22e4cb69cc734eac47079edf843400a7f59e563d82b4657783'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x1cb9beba4d6e446400f71d98fa0d2268f5a032792aa57589e29119e5e0cc16b4'), 'blockNumber': 17812734})]",1931107976674646131,637828447200878112357,36643510242443329536,101089716298265160318976
0x35364E841c8DF23eeA507cA9D80d43185Fe8B209,1874770785355913777364,1821966375271428713684,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x35364E841c8DF23eeA507cA9D80d43185Fe8B209', 'token_amounts': [1912196147869142467, 631582031906423795503], 'token_supply': 414621083117407496791768}), 'event': 'RemoveLiquidity', 'logIndex': 140, 'transactionIndex': 90, 'transactionHash': HexBytes('0x2f86bd2dfdb4fe2bd1f08736d30d57186623fbad1c2c10334091a7a19b5a55d8'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x9ed6fb3792328705d72ee6e750eba8583888fc366379b5d9c1f11ecbde5704df'), 'blockNumber': 17824563})]",1912196147869142467,631582031906423795503,36284651079253946368,100099719140301034487808
0xaAFE9f9edbB7B5470d4ac0c1f56A6ad6B0dE24D5,1708697183101029063896,1708697183101029063896,False,,[],0,0,34813239981193261056,91808178315716863197184
0xA64e4dCB1Ed06A9658EC85Bb5BF66D6dEfdd6982,1584690490259607912448,1584690490259607912448,False,,[],0,0,35542609306792206336,93731643903486799642624
0xB403F791E418E3b7D93C4609C1C4b711061182cd,1576924843620296910095,880517615413743019279,False,,"[AttributeDict({'args': AttributeDict({'provider': '0xB403F791E418E3b7D93C4609C1C4b711061182cd', 'token_amount': 1576924843620296910095, 'coin_index': 0, 'coin_amount': 28377400278957337459}), 'event': 'RemoveLiquidityOne', 'logIndex': 132, 'transactionIndex': 67, 'transactionHash': HexBytes('0x445e2f1a1cfc7ef2132e3aaf19beb372d0c78e017898fdea04cd3c785e534699'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x809ccbdc04275368a7af80906f5101412bebb47be9a7f2584c0b2082d721998a'), 'blockNumber': 17808151})]",28377400278957337459,0,3751091273669709824,84728059872394686234624
0x1bB72531EF6eF9BC2e814417090aeA519Cf9D132,1544905529352970643197,1544905529352970643197,False,,[],0,0,31476125479430467584,83007664390459931754496
0x2d0aba145D6A0c071CfF3bD87CC4b8475413D895,1517319191174460063978,1517319191174460063978,True,,[],0,0,30914077492982738944,81525452398997526282240
0xe69e397397803C02648Dbdd81AcF665B1530E10B,1477739725174639825928,1477739725174639825928,False,,[],0,0,30107679810697949184,79398850501312124026880
0xa101dF55BE833D9D90d12Eb642F680F4Fa556eb8,1426905418133980644429,1426905418133980644429,False,,[],0,0,29071974392683282432,76667526793693650485248
0x6cD39081750d8736C61bC9f1d2fb31a9E8eFab10,1376272049417071928162,1376272049417071928162,False,,[],0,0,28040362920720224256,73946999487941935366144
0x547F6848627aaEf9C4DaF051231eC06F285d0b99,1366868261429007089664,1366868261429007089664,False,,[],0,0,30589080829512237056,80668383317003669078016
0xa4cBE661ac2305960d6495572d3E10c87d2a2C92,1243443606792554378028,1243443606792554378028,False,,[],0,0,25334097296156323840,66810136697696656818176
0x691271Df38D390DEF7919183Adf35919d4794BdB,1240286884556576986420,1240286884556576986420,False,,[],0,0,25269781787333623808,66640526236112209838080
0x961c936ED3322f3c8680dC9F66031147ef9B5E68,1234586369444560413638,1234586369444560413638,False,,[],0,0,25153638679839944704,66334237963929518080000
0x0b408CA7791a3DDcbCDE7E72caD34852036c7551,1174695612210000000000,1174695612210000000000,False,,[],0,0,23933415854588841984,63116311830479148941312
0x8e8C19f4f18fDD54c2Ad92ea8DB46A3177f68596,1104423441035715468742,1104423441035715468742,False,,[],0,0,22501680621871943680,59340593063217707614208
0x98aA6c538540d694FAfC13898eF3A0E8Acf8fa5c,1094126177366939795456,1094126177366939795456,False,,[],0,0,24485398499320451072,64571979878097706024960
0x06F522A84E0101545516B149cCc4E5561608Da1D,1052735768962862544820,670394691677116168116,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x06F522A84E0101545516B149cCc4E5561608Da1D', 'token_amount': 1052735768962862544820, 'coin_index': 0, 'coin_amount': 15579743221745152387}), 'event': 'RemoveLiquidityOne', 'logIndex': 221, 'transactionIndex': 60, 'transactionHash': HexBytes('0xe7e7bc63a089ac6ec290e01ac8f515fee215c412fafc32153ec4bfb8f9c34b8c'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x3a391bbd9a59896292cb5a430c6097fddf130128403aadfc34990e10e7e2fa21'), 'blockNumber': 17808653})]",15579743221745152387,0,5868845401300074496,56563418113015780737024
0x5BF9c453B0008E6e5Ccede80A774c7d3049b3427,1044054626004033334033,1044054626004033334033,False,,[],0,0,21271717778915729408,56096980918274235564032
0x0CCbaf8dB373620B6D5e0B42b51F1451d599C0b5,1043662203779690897912,1014266627835937367544,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x0CCbaf8dB373620B6D5e0B42b51F1451d599C0b5', 'token_amounts': [1064496450090177803, 351594072425219777154], 'token_supply': 409825603145121593204593}), 'event': 'RemoveLiquidity', 'logIndex': 189, 'transactionIndex': 73, 'transactionHash': HexBytes('0xfdac15b46ea064a6c692b2bd350a683f59fee5a611ba905a212f60d2ab3cfb88'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xfd8b35c018f6676f0d37e66eebccd379fc278cde7e3675d2387bed36c5734eec'), 'blockNumber': 17833175})]",1064496450090177803,351594072425219777154,20199226062487494656,55724302027600477290496
0xf2C929C22d491c2A2C4EC92EC6C2c11e6B861428,1040716388731546862622,1040716388731546862622,False,,[],0,0,21203704056864452608,55917617666667306811392
0x225D7280ecdB9F1F993bfF2F887228974c72093A,1007349865777424438294,1007349865777424438294,False,,[],0,0,20523889761840140288,54124836757654479044608
0x4e961F7b133569d2890995a3E053a161ff31B016,985206576722461357945,985206576722461357945,False,,[],0,0,20072739234135556096,52935079409096641740800
